id,word,meaning,level
1771,professional,専門（職）の、プロの,junior_high
1772,program,番組（表）、計画、プログラム,junior_high
1773,programmer,プログラマー,junior_high
1774,project,計画、企画,junior_high
1775,promise,約束（する）,junior_high
1776,protect,保護する、守る,junior_high
1777,proud,～を誇りに思う　　　※be proud of～　～を誇りに思う,junior_high
1778,public,公の、公共の,junior_high
1779,pull,引く,junior_high
1780,purple,紫色（の）,junior_high
1781,purpose,目的、つもり,junior_high
1782,push,押す,junior_high
1783,put,置く、つける　※put on～　～を身に付ける　【活用】 put - put - put,junior_high
1784,quality,品質　　　※in quality  質的に,junior_high
1785,question,質問、（試験の）問題,junior_high
1786,quick,すばやい、速い,junior_high
1787,quickly,すばやく、速く,junior_high
1788,quiet,静かな、おとなしい,junior_high
1789,quietly,静かに、黙って,junior_high
1790,quite,とても、本当に,junior_high
1791,quiz,テスト、クイズ,junior_high
1792,rabbit,ウサギ,junior_high
1793,racket,ラケット,junior_high
1794,radio,ラジオ,junior_high
1795,rain,雨（が降る）,junior_high
1796,rain forest,熱帯雨林,junior_high
1797,rainbow,虹,junior_high
1798,rainy,雨降りの、雨の多い,junior_high
1799,raise,あげる,junior_high
1800,reach,着く、到着する,junior_high
1801,read,読む、読書する　　【活用】 read - read - read,junior_high
1802,reading,読むこと、読書,junior_high
1803,ready,"用意（準備）ができて　　
※be ready for～　～の用意（準備）ができている",junior_high
1804,real,本当の、本物の,junior_high
1805,realize,実感する、理解する,junior_high
1806,really,本当に、実際に、ほんと、へえー,junior_high
1807,reason,理由、わけ,junior_high
1808,receive,受け取る、もらう,junior_high
1809,recipe,（料理などの）作り方、レシピ,junior_high
1810,recycle,再生する、再利用する,junior_high
1811,recycling,リサイクル（をすること）,junior_high
1812,red,赤(の),junior_high
1813,reduce,減らす、減少させる,junior_high
1814,refuse,拒否する、断る,junior_high
1815,regular,規則的な、定期的な,junior_high
1816,relaxed,（人が）くつろいだ,junior_high
1817,remember,覚えている、思い出す,junior_high
1818,remind,思い出させる   ※remind A of B　 AにBを思い出させる,junior_high
1819,rent,有料で借りる,junior_high
1820,rental,レンタルの、賃貸しの,junior_high
1821,repair,修理する、直す,junior_high
1822,report,報告（する）、報告書,junior_high
1823,rescue,救い出す、救出する,junior_high
1824,research,研究（する）、調査（する）,junior_high
1825,respect,尊敬（する）、尊重（する）,junior_high
1826,rest,（動）休む、横になる　（名）休憩,junior_high
1827,restaurant,レストラン,junior_high
1828,restroom,（デパート・劇場などの）洗面所、トイレ,junior_high
1829,result,結果,junior_high
1830,return,帰る、戻る,junior_high
1831,reuse,再利用する,junior_high
1832,rice,米、ごはん,junior_high
1833,rice ball,おにぎり,junior_high
1834,rice cake,もち,junior_high
1835,rich,豊かな、金持ちの,junior_high
1836,ride,乗る、乗って行く,junior_high
1837,right,"①右（の、に）、右側　　　
②権利 ",junior_high
1838,right,"正しい（こと）、ちょうど     
※all right 大丈夫な　That's right. そのとおり　right now 今すぐ",junior_high
1839,ring,"①（動）鳴る、響く
②（名）指輪",junior_high
1840,rise,（動）上がる　　（名）上昇、増加,junior_high
1841,risk,危険、恐れ,junior_high
1842,river,川,junior_high
1843,road,道路、道,junior_high
1844,robot,ロボット,junior_high
1845,rock,"①（音楽の）ロック　　
②岩、岩石",junior_high
1846,roof,屋根,junior_high
1847,room,部屋、室,junior_high
1848,rope,綱、ロープ,junior_high
1849,round,丸い（もの）、円形（の）,junior_high
1850,rugby,ラグビー,junior_high
1851,rule,規則、ルール,junior_high
1852,ruler,ものさし、定規,junior_high
1853,run,走る、走って行く　　【活用】 run - ran - run,junior_high
1854,Russia,ロシア（連邦）,junior_high
1855,sad,悲しい,junior_high
1856,safe,安全な,junior_high
1857,safely,安全に,junior_high
1858,safety,安全,junior_high
1859,salad,サラダ,junior_high
1860,sale,安売り、バーゲンセール,junior_high
1861,salt,塩、食塩,junior_high
1862,salty,塩辛い,junior_high
1863,same,同じ（もの）、同一の,junior_high
1864,sandwich,サンドイッチ,junior_high
1865,Saturday,土曜日,junior_high
1866,save,"①救う、助ける　
②節約する",junior_high
1867,say,言う　　【活用】 say - said - said,junior_high
1868,scene,場面、舞台,junior_high
1869,schedule,予定（表）,junior_high
1870,school,学校,junior_high
1871,school festival,文化祭,junior_high
1872,school lunch,給食,junior_high
1873,school trip,修学旅行,junior_high
1874,science,理科、自然科学,junior_high
1875,scientist,科学者,junior_high
1876,scold,しかる,junior_high
1877,score,得点（する）,junior_high
1878,screen,画面、スクリーン,junior_high
1879,sea,海,junior_high
1880,seafood,シーフード、海産物,junior_high
1881,season,季節,junior_high
1882,seat,席、すわる物（所）,junior_high
1883,second,"①２番目（の）、第２に　　　　　
②秒",junior_high
1884,secret,秘密,junior_high
1885,section,（切ってわけられた）部分、区域,junior_high
1886,see,"見る、見える、会う、わかる   　 ※I see. なるほど
Let's see　え～と　See you (soon).またね　　
【活用】 see - saw - seen",junior_high
1887,sell,売る、売っている　           　【活用】 sell - sold - sold,junior_high
1888,send,送る、（手紙などを）出す　　【活用】 send - sent - sent,junior_high
1889,senior,年上の、上級の　　※senior high school　高校,junior_high
1890,sense,感覚、センス,junior_high
1891,separate,引き離す、分ける,junior_high
1892,September,９月,junior_high
1893,serious,重大な、（病状などが）重い,junior_high
1894,serve,（食事・飲み物）を出す,junior_high
1895,set,"①（名）一式、（テニスなどの）セット
②（動）～を置く、設置する",junior_high
1896,seven,７(の),junior_high
1897,seventeen,１７(の),junior_high
1898,seventeenth,１７番目（の）,junior_high
1899,seventh,７番目(の),junior_high
1900,seventy,７０(の),junior_high
1901,several,いくつかの、いく人かの,junior_high
1902,shake,振る、ゆさぶる　　　※shake hands　握手する,junior_high
1903,shall,（私（たち）は）～するでしょう 　※Shall I (we)～?　～しましょうか,junior_high
1904,shape,形、姿,junior_high
1905,share,いっしょに使う、共有する,junior_high
1906,she,彼女は、彼女が,junior_high
1907,shine,光る、輝く,junior_high
1908,ship,船,junior_high
1909,shirt,ワイシャツ、シャツ,junior_high
1910,shock,（動）衝撃を与える　　　（名）（精神的な）ショック,junior_high
1911,shoe,くつ,junior_high
1912,shop,小売店、店,junior_high
1913,shopping,買い物　　※go shopping     買い物に行く,junior_high
1914,short,短い、背が低い,junior_high
1915,should,～すべきである、～したほうがいい,junior_high
1916,shoulder,肩,junior_high
1917,shout,叫ぶ、大声で言う,junior_high
1918,show,"①（動）見せる、示す   【活用】 show - showed - shown
②（名）（演芸などの）ショー、劇",junior_high
1919,shower,シャワー,junior_high
1920,shrine,神社、神宮、聖堂,junior_high
1921,shut,閉める　　【活用】 shut- shut - shut　　※shut up ～　～を閉鎖する,junior_high
1922,shy,恥ずかしがり屋の、内気な,junior_high
1923,sick,病気の、病気で,junior_high
1924,side,横、わき、側面,junior_high
1925,sightseeing,観光,junior_high
1926,sign,標識、看板,junior_high
1927,silent,静かな、沈黙の,junior_high
1928,similar,似た　　　　※be similar to ～　～に似ている,junior_high
1929,simple,簡単な、わかりやすい,junior_high
1930,since,～から（ずっと）、～以来（ずっと）,junior_high
1931,sing,歌う　　【活用】 sing - sang - sung,junior_high
1932,Singapore,シンガポール,junior_high
1933,singer,歌う人、歌手,junior_high
1934,single,たった１つの,junior_high
1935,sir,（男性に対する改まった呼びかけのことば）,junior_high
1936,sister,姉妹、姉、妹,junior_high
1937,sit,座る、座っている　　※sit down 座る　【活用】 sit - sat - sat,junior_high
1938,site,場所、遺跡,junior_high
1939,situation,状況、状態,junior_high
1940,six,６（の）,junior_high
1941,sixteen,１６（の）,junior_high
1942,sixteenth,１６番目（の）,junior_high
1943,sixth,６番目（の）,junior_high
1944,sixty,６０（の）,junior_high
1945,size,大きさ、サイズ,junior_high
1946,skate,スケートですべる、スケートをする,junior_high
1947,ski,スキーをする,junior_high
1948,skiing,スキー,junior_high
1949,skill,技術、技能,junior_high
1950,skin,皮膚、肌,junior_high
1951,sky,空,junior_high
1952,sleep,眠る、睡眠をとる　　【活用】 sleep - slept - slept,junior_high
1953,sleepy,眠い、眠そうな,junior_high
1954,slow,遅い、ゆっくりした,junior_high
1955,slowly,ゆっくりと,junior_high
1956,small,小さい,junior_high
1957,smart,利口な、かしこい,junior_high
1958,smell,においがする,junior_high
1959,smile,（動）ほほえむ、にっこり笑う　（名）ほほえみ、笑顔,junior_high
1960,smoke,煙,junior_high
1961,snack,軽食、おやつ,junior_high
1962,snake,ヘビ,junior_high
1963,sneaker,スニーカー,junior_high
1964,snow,雪（がふる）,junior_high
1965,snowy,雪の降る、雪の多い,junior_high
1966,so,"①とても    　※so ～ that … (can't) とても～なので…（できない） 
②そのように
③だから、それで",junior_high
1967,soccer,サッカー,junior_high
1968,social studies,社会科,junior_high
1969,society,社会,junior_high
1970,sofa,ソファー,junior_high
1971,soft,やわらかい,junior_high
1972,softball,ソフトボール,junior_high
1973,solar,太陽の,junior_high
1974,solution,解決策,junior_high
1975,solve,解決する,junior_high
1976,some,"いくつか（の）、いくらか（の）　　
※Some～,　and others…　～する人がいれば、・・・する人もいる",junior_high
1977,someday,いつか、そのうち,junior_high
1978,someone,だれか,junior_high
1979,something,何か,junior_high
1980,sometimes,ときどき,junior_high
1981,somewhere,どこかに、どこかへ、どこかで,junior_high
1982,son,息子,junior_high
1983,song,歌,junior_high
1984,soon,すぐに、まもなく,junior_high
1985,sore throat,のどの痛み,junior_high
1986,sorry,すまなく思って、残念に思って　※　I'm sorry. ごめんなさい,junior_high
1987,sound,"①（動）～に聞こえる　　※sound like～　～のように聞こえる　　　　　　　　　　　　　
②（名）音",junior_high
1988,soup,スープ,junior_high
1989,south,南（の、へ）、南方,junior_high
1990,souvenir,みやげ,junior_high
1991,soybean,大豆,junior_high
1992,space,"①空間　
②宇宙",junior_high
1993,Spain,スペイン,junior_high
1994,Spanish,スペインの、スペイン人（の）、スペイン語（の）,junior_high
1995,speak,話す　             　　　　　　　　    【活用】 speak - spoke - spoken,junior_high
1996,speaker,話す人,junior_high
1997,special,特別な,junior_high
1998,speech,演説、スピーチ      　※make a speech  スピーチをする,junior_high
1999,speed,スピード,junior_high
2000,spell,（～の語）をつづる,junior_high
2001,spend,（時間を）過ごす、費やす         【活用】 spend - spent - spent,junior_high
2002,spirit,心、精神、気力、勇気,junior_high
2003,spoon,スプーン,junior_high
2004,sport,スポーツ,junior_high
2005,sports day,運動会、体育の日,junior_high
2006,spot,場所、地点,junior_high
2007,spread,広げる、広がる,junior_high
2008,spring,春,junior_high
2009,stadium,競技場,junior_high
2010,stage,舞台、ステージ,junior_high
2011,stairs,階段（複数形で使う）,junior_high
2012,stamp,切手,junior_high
2013,stand,"①（動）立つ、立っている　　　　【活用】 stand - stood - stood
②（名）（物などを置く）台",junior_high
2014,star,星,junior_high
2015,start,始める、始まる,junior_high
2016,station,駅,junior_high
2017,stay,滞在（する）、とどまる,junior_high
2018,steak,ステーキ,junior_high
2019,steal,盗む　　　　【活用】 steal - stole - stolen,junior_high
2020,step,"①（名）段階、（屋外の）階段
②（動）歩く、踏み出す",junior_high
2021,still,まだ、今でも,junior_high
2022,stomach,胃、腹,junior_high
2023,stomachache,胃痛、腹痛,junior_high
2024,stone,石,junior_high
2025,stop,（動）止める、やめる　（名）中止、停止,junior_high
2026,store,店,junior_high
2027,story,物語、話,junior_high
2028,straight,まっすぐに,junior_high
2029,strange,奇妙な,junior_high
2030,street,通り、道,junior_high
2031,strong,強い,junior_high
2032,strongly,強く,junior_high
2033,student,生徒,junior_high
2034,study,勉強（する）、研究（する）,junior_high
2035,style,スタイル、型,junior_high
2036,subject,教科、科目、（メールなどの）話題,junior_high
2037,subway,地下鉄,junior_high
2038,success,成功,junior_high
2039,successful,成功した,junior_high
2040,such,このような、そのような,junior_high
2041,suddenly,急に、突然,junior_high
2042,suffer,苦しむ,junior_high
2043,sugar,砂糖,junior_high
2044,suggest,提案する,junior_high
2045,summer,夏,junior_high
2046,sumo wrestler,力士,junior_high
2047,sun,太陽,junior_high
2048,Sunday,日曜日,junior_high
2049,sunflower,ひまわり,junior_high
2050,sunny,晴れた,junior_high
2051,sunset,日の入り,junior_high
2052,supermarket,スーパー（マーケット）,junior_high
2053,support,支持（する）、支援（する）,junior_high
2054,sure,"①（副）もちろん
②（形）確信して  ※I'm sure (that) ～  きっと～だと思う",junior_high
2055,surprise,（動）驚かす、びっくりさせる　　（名）驚くべきこと,junior_high
2056,surprised,驚いて  ※be surprised at ～　～に驚く,junior_high
2057,surprising,驚くべき、すばらしい,junior_high
2058,surround,囲む、取り巻く,junior_high
2059,survey,調査,junior_high
2060,survive,生き残る,junior_high
2061,sweater,セーター,junior_high
2062,sweet,"①（名）甘いもの、お菓子
②（形）甘い、（音・香りなどが）美しい、心地よい  ",junior_high
2063,swim,泳ぐ　　　　　　　　　【活用】 swim - swam - swum,junior_high
2064,swimming,水泳、泳ぐこと,junior_high
2065,Sydney,シドニー,junior_high
2066,symbol,シンボル（マーク）、しるし,junior_high
2067,system,方式、体系的方法,junior_high
2068,table,テーブル,junior_high
2069,table tennis,卓球,junior_high
2070,Taiwan,台湾,junior_high
2071,take,"①（手に）取る、持っていく、連れて行く　※take off ～　～を脱ぐ　
②乗る　
③（写真を）撮る
④（時間が）かかる　
⑤（～を）買う　※I'll take it. それをいただきます　
【活用】take - took - taken　",junior_high
2072,talent,才能,junior_high
2073,talk,話す　　　　※talk to(with) ～  ～と話す,junior_high
2074,tall,背が高い,junior_high
2075,task,仕事、任務、課題,junior_high
2076,taste,"①（動）～な味がする　　
②（名）味、味覚",junior_high
2077,taxi,タクシー,junior_high
2078,tea,茶、紅茶,junior_high
2079,teach,教える　　　　【活用】 teach - taught - taught,junior_high
2080,teacher,先生、教師,junior_high
2081,team,チーム,junior_high
2082,teammate,チームメイト,junior_high
2083,teamwork,チームワーク,junior_high
2084,tear,涙,junior_high
2085,technology,科学技術,junior_high
2086,tell,言う､教える　　　　　【活用】 tell - told - told,junior_high
2087,temperature,温度、気温,junior_high
2088,temple,寺,junior_high
2089,ten,１０（の）,junior_high
2090,tennis,テニス,junior_high
2091,tenth,１０番目（の）,junior_high
2092,terrible,恐ろしい、ひどい,junior_high
2093,test,試験、テスト,junior_high
2094,textbook,教科書,junior_high
2095,Thailand,タイ,junior_high
2096,than,～よりも,junior_high
2097,thank,"感謝（する）、ありがとう　　　
※Thank you for ～.　～をありがとう  
No, thank you. いいえ、結構です",junior_high
2098,that,"①（代・形）それ（あれ）、その（あの）　　　※That's right. そのとおり
②（代）～する（ところの）【前にある名詞を修飾する関係代名詞】
③（接）～ということ",junior_high
2099,the,その、あの,junior_high
2100,theater,劇場,junior_high
2101,their,彼（彼女）らの、それらの,junior_high
2102,theirs,彼（彼女）らのもの、それらのもの,junior_high
2103,them,彼（彼女）を（に）、それらを（に）,junior_high
2104,themselves,彼（彼女）ら自身        ※by themselves 彼ら自身で,junior_high
2105,then,それでは、それから、その時,junior_high
2106,there,そこに（で）　　　　　※over there  向こうに,junior_high
2107,these,これら（の）,junior_high
2108,they,彼（彼女）は（が）,junior_high
2109,thin,やせた,junior_high
2110,thing,物、事,junior_high
2111,think,"（～と）考える、（～だと）思う　  ※think of ～　～を思いつく
　【活用】 think - thought - thought  ",junior_high
2112,thinking,考え、思考,junior_high
2113,third,３番目（の）,junior_high
2114,thirsty,のどがかわいた,junior_high
2115,thirteen,１３（の）,junior_high
2116,thirteenth,１３番目（の）,junior_high
2117,thirtieth,３０番目（の）,junior_high
2118,thirty,３０（の）,junior_high
2119,this,これ、この,junior_high
2120,those,それら（の）、あれら（の）,junior_high
2121,though,～だけれども,junior_high
2122,thousand,１，０００（の）,junior_high
2123,three,３（の）,junior_high
2124,through,～を通って、～を通して,junior_high
2125,throw,投げる　　　【活用】 throw - threw - thrown,junior_high
2126,Thursday,木曜日,junior_high
2127,ticket,切符、チケット,junior_high
2128,tie,ネクタイ,junior_high
2129,tiger,トラ,junior_high
2130,time,"①時刻、時間　
②回、度　　
※for the first time  初めて   for a long time 長い間　　 
in time 遅れずに、やがて　　on time 時間どおりに",junior_high
2131,tired,疲れて,junior_high
2132,to,（行き先・到着点）～へ（に）、（相手・対象）～に,junior_high
2133,today,今日（は）,junior_high
2134,together,いっしょに,junior_high
2135,toilet,トイレ、化粧室,junior_high
2136,tomato,トマト,junior_high
2137,tomorrow,明日（は）,junior_high
2138,tonight,今夜（は）,junior_high
2139,too,"①（～も）また　
②あまりに（～）すぎる　
※Me, too. 私も 　too ～ to …　あまりにも～なので…できない　",junior_high
2140,tool,手段、道具,junior_high
2141,tooth,歯　　【複数】 teeth,junior_high
2142,toothache,歯痛,junior_high
2143,top,一番上の部分（の）、頂上（の）、てっぺん（の）,junior_high
2144,total,総計、合計　　　　※in total  合計で、全部で,junior_high
2145,touch,（動）触れる、触る　（名）接触,junior_high
2146,tour,旅行、ツアー,junior_high
2147,tournament,勝ち抜き戦、トーナメント,junior_high
2148,towel,手拭い、タオル,junior_high
2149,tower,塔、タワー,junior_high
2150,town,町,junior_high
2151,toy,おもちゃ,junior_high
2152,track,線路 、走路、トラック   　※track and field　 陸上競技,junior_high
2153,track and field,陸上競技,junior_high
2154,tradition,伝統,junior_high
2155,traditional,伝統的な,junior_high
2156,traffic light,交通信号（灯）,junior_high
2157,train,電車,junior_high
2158,training,訓練　　　　※training center  訓練センター,junior_high
2159,travel,旅行（する）、旅（をする）,junior_high
2160,treasure,重要なもの、宝物,junior_high
2161,tree,木,junior_high
2162,trick,いたずら、芸当、トリック,junior_high
2163,trip,旅行　　※go on a trip  旅行に出かける,junior_high
2164,trouble,面倒、困難、悩み　※be in trouble   困っている、悩んでいる,junior_high
2165,TRUE,本当の、真実の      ※come true  実現する,junior_high
2166,try,試す、やってみる　※try to ～　 ～しようとする　　try on 試着する,junior_high
2167,T-shirt,Tシャツ,junior_high
2168,tube,チューブ（ロンドンの地下鉄のニックネーム）,junior_high
2169,Tuesday,火曜日,junior_high
2170,tuna,マグロ,junior_high
2171,turn,"①（動）曲がる､回る　　　※turn off ～　～を消す　　　
②（名）番、順番",junior_high
2172,turtle,カメ,junior_high
2173,TV,テレビ (Televisionの略）,junior_high
2174,twelfth,１２番目（の）,junior_high
2175,twelve,１２（の）,junior_high
2176,twentieth,２０番目（の）,junior_high
2177,twenty,２０（の）,junior_high
2178,twice,２度、２回、２倍(に),junior_high
2179,two,２つ（の）,junior_high
2180,type,種類、タイプ,junior_high
2181,typhoon,台風,junior_high
2182,uh,あー、えー,junior_high
2183,umbrella,傘,junior_high
2184,uncle,おじ（父母の兄弟）,junior_high
2185,under,～の下に（で）,junior_high
2186,underground,（イギリスの）地下鉄（アメリカでは、subway）,junior_high
2187,understand,理解する　　　【活用】 understand - understood - understood,junior_high
2188,underwear,下着,junior_high
2189,uniform,制服、ユニフォーム,junior_high
2190,unique,特有の、独特の,junior_high
2191,United Kingdom,イギリス（正式国名は、The United Kingdom of Great Britain and Northern Ireland）　※U.K.（UK） （省略語）,junior_high
2192,United Nations,国際連合　　※U.N.（UN）(省略語),junior_high
2193,United States,"アメリカ合衆国(正式国名は、the United States of America)　　　　　
※U.S.（US）又は U.S.A.（USA） （省略語）",junior_high
2194,university,（総合）大学,junior_high
2195,until,～（する）まで,junior_high
2196,up,上へ,junior_high
2197,us,私たちを（に）,junior_high
2198,use,使う,junior_high
2199,used,"①（動）※used to do～　以前はよく～したものだ　　
②（形）使い古した、中古の",junior_high
2200,useful,役に立つ,junior_high
2201,usually,ふつう、たいてい,junior_high
2202,vacation,休暇、休み,junior_high
2203,variety,バラエティー、変化に富むこと　※variety show   バラエティー・ショー,junior_high
2204,vegetable,野菜,junior_high
2205,vending machine,自動販売機,junior_high
2206,very,とても、非常に,junior_high
2207,victory,勝利、優勝,junior_high
2208,video,ビデオ,junior_high
2209,video game,テレビゲーム,junior_high
2210,Vietnam,ベトナム,junior_high
2211,view,眺め、風景、考え　　　　※point of view  考え方,junior_high
2212,village,村、村落,junior_high
2213,violin,バイオリン,junior_high
2214,visit,訪問（する）,junior_high
2215,visitor,訪問者、訪問客,junior_high
2216,voice,声,junior_high
2217,volleyball,バレーボール,junior_high
2218,volunteer,"自分から進んでやる人、ボランティア     
※volunteer work ボランティア活動",junior_high
2219,wait,待つ　　　　　※wait for ～　～を待つ,junior_high
2220,wake,起きる、起こす　　※wake ～ up　～を起こす,junior_high
2221,walk,歩く（こと）､散歩　　　　　　※take a walk  散歩する,junior_high
2222,wall,壁、塀,junior_high
2223,wallet,財布,junior_high
2224,want,"～がほしい　
※want to ～　～したい　want 人 to～　人に～してもらいたい",junior_high
2225,war,戦争、戦い,junior_high
2226,warm,暖かい,junior_high
2227,was,"～であった、（～に）いた、あった （is, am の過去形）",junior_high
2228,wash,洗う,junior_high
2229,waste,むだ（づかい）、浪費（する）,junior_high
2230,watch,"①（動）見る
②（名）腕時計",junior_high
2231,water,水,junior_high
2232,wave,波,junior_high
2233,way,"①道　    ※by the way  ところで 　on the way to～　～へ行く途中で
②方法   ",junior_high
2234,we,私たちは（が）,junior_high
2235,weak,弱い、かすかな,junior_high
2236,wear,身に付けている　　　【活用】 wear - wore - worn,junior_high
2237,weather,天気,junior_high
2238,website,ウェブサイト,junior_high
2239,Wednesday,水曜日,junior_high
2240,week,週,junior_high
2241,weekend,週末,junior_high
2242,welcome,"①（動）歓迎する、（間）ようこそ　　　※Welcome to～へようこそ
②（形）歓迎される　　　※You're welcome.  どういたしまして",junior_high
2243,well,"①（形・副）うまい、うまく、上手に、健康で　
②（間）え～と、さて、ところで",junior_high
2244,were,～であった、（～に）いた、あった （are の過去形）,junior_high
2245,west,西（の、へ）、西方,junior_high
2246,western,西の、（大文字で）西洋の,junior_high
2247,what,"何､何の､どんな　　　　
※What a ～!　なんという～　What about ～?　～はどうですか　What's up?  どうしたの　What's wrong ? / What's the matter?  どうかしたの 　What time ～?　何時に～ですか  what to ～ 何を～したらよいか",junior_high
2248,when,いつ、～するとき　　※when to～　いつ～したらよいか,junior_high
2249,where,どこに（へ）　　　　※where to～　どこに～したらよいか,junior_high
2250,which,"①どちら（の）、どれ（どの）　　
②～する・・・　（名詞＋which～）前にある人以外の名詞を修飾する【関係代名詞】",junior_high
2251,while,（～する）間に　　※  for a while　しばらくの間,junior_high
2252,white,白（の）,junior_high
2253,who,"①だれ  
②～する・・・　（名詞＋who～）前にある人を表す名詞を修飾する【関係代名詞】",junior_high
2254,whole,全体の、すべての,junior_high
2255,whose,だれの,junior_high
2256,why,なぜ　※Why don't you ～?  ～しませんか、why not? ええ、もちろん,junior_high
2257,wide,幅の広い、幅が～ある,junior_high
2258,wife,妻,junior_high
2259,wild,野生（の）,junior_high
2260,will,～でしょう、～するつもりである　※Will you～?　～してくれませんか,junior_high
2261,win,勝つ　　　　　【活用】 win - won - won,junior_high
2262,wind,風,junior_high
2263,window,窓,junior_high
2264,windy,風の強い,junior_high
2265,wing,翼,junior_high
2266,winner,勝つ（勝った）人、勝利者,junior_high
2267,winter,冬,junior_high
2268,wish,（動）願う　　（名）願い　　　　※make a wish  願いごとをする,junior_high
2269,with,"①～といっしょに  
②～のある、～を持った  
③～を使って",junior_high
2270,within,～以内で,junior_high
2271,without,～なしで,junior_high
2272,woman,（大人の）女性      【複数】 women,junior_high
2273,wonder,～かなあと思う、～かどうか知りたいと思う,junior_high
2274,wonderful,すばらしい、とてもすてきな,junior_high
2275,wood,（切った）木、木材,junior_high
2276,word,ことば、単語,junior_high
2277,work,"（動）働く、勉強する　（名）仕事、勉強、作品　　
※at work 仕事に出かけていて",junior_high
2278,worker,労働者,junior_high
2279,world,世界　　※ all over the world 世界中,junior_high
2280,World Heritage (Site),世界遺産,junior_high
2281,worried,心配した、不安な,junior_high
2282,worry,心配する,junior_high
2283,worse,もっと悪い（下手な、ひどい）　（bad の比較級）,junior_high
2284,worst,最も悪い（下手な、ひどい） （badの最上級）,junior_high
2285,would,willの過去形　　※would like to～　～したいと思う　　Would you～?　～してくださいませんか   Would you like～?　～はいかがですか　　Would you like to～?　～したいですか,junior_high
2286,wow,うわー！わあ！（驚き・喜びを表す）,junior_high
2287,wrap,包む、包装する,junior_high
2288,write,書く　　【活用】 write - wrote - written,junior_high
2289,writer,作家、著者,junior_high
2290,writing,書くこと、書かれた文字、筆跡,junior_high
2291,wrong,悪い、調子が悪い、間違っている     ※What's wrong ? どうしたの,junior_high
2292,year,年、１年　　　　　※ ～year(s) later  ～年後、　～year(s) old ～歳,junior_high
2293,yellow,黄色（の）,junior_high
2294,yen,円（日本の通貨単位）,junior_high
2295,yes,はい、そうです,junior_high
2296,yesterday,昨日（は）,junior_high
2297,yet,"①（否定文で）まだ～（しない）　※not～yet　まだ～していない
②（肯定の疑問文で）もう～したか",junior_high
2298,you,あなた、あなたたち,junior_high
2299,young,若い、幼い,junior_high
2300,your,あなたの、あなたたちの,junior_high
2301,yours,あなたのもの、あなたたちのもの,junior_high
2302,yourself,あなた自身を（で、に、が）　　※by yourself 　自分で、あなた自身で,junior_high
2303,zero,０、ゼロ（の）,junior_high
2304,zoo,動物園,junior_high